ANC_bill_names,id
"Vote sur l'article 54 du projet de loi organique N°12/2013 portant organisation de la justice transitionnelle, ses fondements et son domaine de compétence",277
"Vote sur l'article 55 du projet de loi organique N°12/2013 portant organisation de la justice transitionnelle, ses fondements et son domaine de compétence",278
"Vote sur l'article 56 du projet de loi organique N°12/2013 portant organisation de la justice transitionnelle, ses fondements et son domaine de compétence",279
"Vote sur l'article 57 du projet de loi organique N°12/2013 portant organisation de la justice transitionnelle, ses fondements et son domaine de compétence",280
"Vote sur l'article 58 du projet de loi organique N°12/2013 portant organisation de la justice transitionnelle, ses fondements et son domaine de compétence",281
"Vote sur l'article 59 du projet de loi organique N°12/2013 portant organisation de la justice transitionnelle, ses fondements et son domaine de compétence",282
"Vote sur l'article 60 du projet de loi organique N°12/2013 portant organisation de la justice transitionnelle, ses fondements et son domaine de compétence",283
"Vote sur l'article 61 du projet de loi organique N°12/2013 portant organisation de la justice transitionnelle, ses fondements et son domaine de compétence",284
"Vote sur l'article 62 du projet de loi organique N°12/2013 portant organisation de la justice transitionnelle, ses fondements et son domaine de compétence",285
"Vote sur l'article 63 du projet de loi organique N°12/2013 portant organisation de la justice transitionnelle, ses fondements et son domaine de compétence",286
"Vote sur l'article 64 du projet de loi organique N°12/2013 portant organisation de la justice transitionnelle, ses fondements et son domaine de compétence",287
"Vote sur l'article 65 du projet de loi organique N°12/2013 portant organisation de la justice transitionnelle, ses fondements et son domaine de compétence",288
"Vote sur l'article 66 du projet de loi organique N°12/2013 portant organisation de la justice transitionnelle, ses fondements et son domaine de compétence",289
"Vote sur l'article 67 du projet de loi organique N°12/2013 portant organisation de la justice transitionnelle, ses fondements et son domaine de compétence",290
"Vote sur l'article 68 du projet de loi organique N°12/2013 portant organisation de la justice transitionnelle, ses fondements et son domaine de compétence",291
"Vote sur l'article 69 du projet de loi organique N°12/2013 portant organisation de la justice transitionnelle, ses fondements et son domaine de compétence",292
"Vote sur l'article 70 du projet de loi organique N°12/2013 portant organisation de la justice transitionnelle, ses fondements et son domaine de compétence",293
"Vote sur l'article 71 du projet de loi organique N°12/2013 portant organisation de la justice transitionnelle, ses fondements et son domaine de compétence",294
"Vote sur la suppression de l'article 72 du projet de loi organique N°12/2013 portant organisation de la justice transitionnelle, ses fondements et son domaine de compétence",295
"Vote sur l'ajout d'un chapitre relatif à l'immunisation politique de la révolution à la loi organique N°12/2013 portant organisation de la justice transitionnelle, ses fondements et son domaine de compétence",296
"Vote sur l'article 46 nouveau du projet de loi organique N°12/2013 portant organisation de la justice transitionnelle, ses fondements et son domaine de compétence",297
"Vote sur l'article 58 nouveau du projet de loi organique N°12/2013 portant organisation de la justice transitionnelle, ses fondements et son domaine de compétence",298
"Vote sur la suppression de l'article 66 du projet de loi organique N°12/2013 portant organisation de la justice transitionnelle, ses fondements et son domaine de compétence",299
"Vote sur l'article 69 nouveau du projet de loi organique N°12/2013 portant organisation de la justice transitionnelle, ses fondements et son domaine de compétence",300
"Vote sur le projet de loi organique N°12/2013 portant organisation de la justice transitionnelle, ses fondements et son domaine de compétence dans sa totalité",301
Vote sur la clôture du débat général relatif au projet de loi de finances complémentaire de 2013,302
Vote sur l'article premier du projet de loi de finances complémentaire de 2013,303
Vote sur l'article 2 du projet de loi de finances complémentaire de 2013,304
Vote sur l'article 3 du projet de loi de finances complémentaire de 2013,305
Vote sur l'article 4 du projet de loi de finances complémentaire de 2013,306
Vote sur l'article 5 du projet de loi de finances complémentaire de 2013,307
Vote sur l'article 6 du projet de loi de finances complémentaire de 2013,308
Vote sur l'article 7 du projet de loi de finances complémentaire de 2013,309
Vote sur l'article 8 du projet de loi de finances complémentaire de 2013,310
Vote sur l'article 9 du projet de loi de finances complémentaire de 2013,311
Vote sur l'article 10 du projet de loi de finances complémentaire de 2013,312
Vote sur l'article 11 du projet de loi de finances complémentaire de 2013,313
Vote sur l'article 12 du projet de loi de finances complémentaire de 2013,314
Vote sur l'article 13 du projet de loi de finances complémentaire de 2013,315
Vote sur l'article 14 du projet de loi de finances complémentaire de 2013,316
Vote sur l'article 15 du projet de loi de finances complémentaire de 2013,317
Vote sur l'ajout d'un article 16 au projet de loi de finances complémentaire de 2013 - Texte de l'article: Les dispositions de la présente loi entrent en vigueur dès sa publication au Journal Officiel de la République Tunisienne,318
"Vote sur l'ajout d'un article 17 au projet de loi de finances complémentaire de 2013 - Texte de l'article: Sont annulées les dispositions de l'article 58 du décret N°117-2011 en date du 05 Novembre 2011 relatif à l'organisation des institutions de micro-finances et sont remplacées par les dispositions suivantes: Article 58 nouveau: Les associations autorisées conformément à la loi N°67/1991 en date du 15 Juillet 1991 relative aux micro-crédits accordés par les associations poursuivent leurs activités en tant qu'institutions de micro-finances, et ce, jusqu'au 31 Décembre 2015. L'Etat est chargé durant toute cette période de fournir l'appui financier et humain à ces associations dans le but de les réhabiliter et des les permettre de répondre aux conditions énoncées dans le présent décret, précisément son article 2.",319
Vote sur le projet de loi de finances complémentaire de 2013 dans sa totalité,320
Vote sur le budget de l'Assemblée Nationale Constituante pour l'année 2014,321
Vote sur le budget de la présidence de la République pour l'année 2014,322
Vote sur le budget de la Présidence du Gouvernement pour l'année 2014,323
Vote sur le budget du Ministère de l'Intérieur pour l'année 2014,324
Vote sur le budget du Ministère de la Justice pour l'année 2014,325
Vote sur le budget du Ministère des Droits de l'Homme et de la Justice Transitionnelle pour l'année 2014,326
Vote sur le budget du Ministère des Affaires Étrangères pour l'année 2014,327
Vote sur le budget du Ministère de la Défense Nationale pour l'année 2014,328
Vote sur le budget du Ministère des Affaires Religieuses pour l'année 2014,329
Vote sur le budget du Ministère des Finances pour l'année 2014,330
Vote sur le budget du Ministère du Développement et de la Coopération Internationale pour l'année 2014,331
Vote sur le budget du Ministère des Domaines de l'Etat et des Affaires Foncières pour l'année 2014,332
Vote sur le budget du Ministère de l'Agriculture pour l'année 2014,333
Vote sur le budget du Ministère de l'Industrie pour l'année 2014,334
Vote sur le budget du Ministère du Commerce et de l'Artisanat pour l'année 2014,335
Vote sur le budget du Ministère des Technologies de l'Information et de la Communication pour l'année 2014,336
Vote sur le budget du Ministère du Tourisme pour l'année 2014,337
Vote sur le budget du Ministère de l'Équipement et de l'Environnement pour l'année 2014,338
Vote sur le budget du Ministère du Transport pour l'année 2014,339
Vote sur le budget du Ministère de la Femme et de la Famille pour l'année 2014,340
Vote sur le budget du Ministère de la Culture pour l'année 2014,341
Vote sur le budget du Ministère de la Jeunesse et des Sports pour l'année 2014,342
Vote sur le budget du Ministère de la Santé pour l'année 2014,343
Vote sur le budget du Ministère des Affaires Sociales pour l'année 2014,344
Vote sur le budget du Ministère de l'Éducation pour l'année 2014,345
